area_type,location,total_sqft,bath,BHK,balcony,PRICE rs
Super built-up  Area,Electronics City Phase 1,1000,2,2,3,"₹ 2,800,000.00"
Plot  Area,Gollarahatti,740,2,4,1,"₹ 2,450,000.00"
Super built-up  Area,Uttarahalli,1330,2,3,2,"₹ 4,645,000.00"
Super built-up  Area,Sarjapur  Road,3005,5,4,0,"₹ 27,500,000.00"
Super built-up  Area,Shivaji Nagar,1300,3,3,2,"₹ 17,000,000.00"
Super built-up  Area,Haralur Road,1243,2,2,2,"₹ 4,600,000.00"
Built-up  Area,Kengeri Satellite Town,936,2,4,1,"₹ 6,084,000.00"
Super built-up  Area,Banashankari Stage III,1500,2,3,2,"₹ 10,000,000.00"
Plot  Area,Kodigehalli,1200,4,3,1,"₹ 15,600,000.00"
Built-up  Area,Cox Town,1073,2,2,2,"₹ 7,200,000.00"
Built-up  Area,Kudlu,1300,2,2,2,"₹ 5,600,000.00"
Plot  Area,Sarjapur,4201,4,4,3,"₹ 43,500,000.00"
Built-up  Area,Electronic City,1065,2,2,1,"₹ 3,075,000.00"
Super built-up  Area,Whitefield,1216,2,2,1,"₹ 6,688,000.00"
Built-up  Area,Jigani,1252,3,3,2,"₹ 5,900,000.00"
Super built-up  Area,Hormavu,1196,2,2,1,"₹ 4,480,000.00"
Built-up  Area,Kudlu,1027,2,2,2,"₹ 4,400,000.00"
Plot  Area,Padmanabhanagar,610,2,3,1,"₹ 7,500,000.00"
Super built-up  Area,Poornapragna Housing Society Layout,1270,2,3,2,"₹ 5,715,000.00"
Super built-up  Area,Mico Layout,1171,2,2,2,"₹ 3,900,000.00"
Super built-up  Area,Kothannur,1215,2,3,3,"₹ 4,860,000.00"
Plot  Area,Venkateswara Nagar,600,1,1,0,"₹ 2,000,000.00"
Super built-up  Area,Whitefield,1180,2,2,1,"₹ 7,700,000.00"
Built-up  Area,Electronic City Phase II,1160,2,2,1,"₹ 3,351,000.00"
Plot  Area,Chikkagubbi,4382,4,4,3,"₹ 40,000,000.00"
Super built-up  Area,Whitefield,2140,3,3,2,"₹ 13,900,000.00"
Super built-up  Area,Yeshwanthpur,1500,3,3,1,"₹ 10,000,000.00"
Super built-up  Area,Banaswadi,1008,2,2,2,"₹ 5,200,000.00"
Super built-up  Area,Ambedkar Nagar,1921,4,3,3,"₹ 12,900,000.00"
Super built-up  Area,Electronic City,1127,2,2,2,"₹ 3,200,000.00"
Super built-up  Area,Rajaji Nagar,1621,3,3,1,"₹ 12,400,000.00"
Plot  Area,Poornapragna Housing Society Layout,2400,3,3,0,"₹ 36,000,000.00"
Super built-up  Area,Banashankari 2 nd Stage,1030,2,3,2,"₹ 7,725,000.00"
Super built-up  Area,Whitefield,1314,2,2,1,"₹ 8,400,000.00"
Super built-up  Area,Choodasandra,1220,3,3,1,"₹ 5,600,000.00"
Plot  Area,Banashankari Stage VI,600,3,4,1,"₹ 9,700,000.00"
Built-up  Area,JP Nagar,1590,2,3,3,"₹ 8,500,000.00"
Super built-up  Area,Shivaji Nagar,703,2,2,1,"₹ 4,950,000.00"
Super built-up  Area,Hosakerehalli,1795,3,3,2,"₹ 6,462,000.00"
Built-up  Area,Gottigere,3000,3,4,0,"₹ 13,200,000.00"
Super built-up  Area,Sarjapur  Road,4395,4,4,2,"₹ 24,200,000.00"
Super built-up  Area,Electronic City,825,2,2,1,"₹ 3,500,000.00"
Super built-up  Area,Yelahanka,4025,6,4,1,"₹ 35,000,000.00"
Super built-up  Area,Vajarahalli,1254,2,3,1,"₹ 7,000,000.00"
Built-up  Area,Ramagondanahalli,2040,3,3,2,"₹ 11,400,000.00"
Super built-up  Area,Thigalarapalya,2215,4,3,2,"₹ 15,400,000.00"
Super built-up  Area,Jalahalli,1478,2,2,2,"₹ 12,500,000.00"
Super built-up  Area,Malleshwaram,2475,4,3,3,"₹ 33,700,000.00"
Super built-up  Area,Cambridge Layout,1669,3,3,2,"₹ 29,800,000.00"
Super built-up  Area,Nagappa Reddy Layout,1820,3,3,2,"₹ 7,950,000.00"
Super built-up  Area,Horamavu Agara,1623,3,3,1,"₹ 8,900,000.00"
Super built-up  Area,Haralur Road,1243,2,2,2,"₹ 4,600,000.00"
Super built-up  Area,Electronic City,1200,2,2,2,"₹ 4,050,000.00"
Super built-up  Area,Gottigere,1613,3,3,3,"₹ 7,200,000.00"
Super built-up  Area,Rajiv Gandhi Nagar,1293,2,2,2,"₹ 8,000,000.00"
Super built-up  Area,Hoskote,1065,2,2,2,"₹ 2,850,000.00"
Super built-up  Area,Kudlu Gate,940,2,2,1,"₹ 6,957,000.00"
Super built-up  Area,Sarjapur  Road,1181,2,3,1,"₹ 6,500,000.00"
Super built-up  Area,Malleshwaram,2215,3,3,2,"₹ 27,500,000.00"
Built-up  Area,Marathahalli,1100,2,1,0,"₹ 7,500,000.00"
Super built-up  Area,MLA Layout,1050,2,2,1,"₹ 3,600,000.00"
Super built-up  Area,Subramanyapura,1260,2,3,1,"₹ 7,500,000.00"
Super built-up  Area,Banashankari Stage II,2800,3,5,2,"₹ 42,500,000.00"
Super built-up  Area,Dodda Banaswadi,1500,3,3,2,"₹ 5,600,000.00"
Plot  Area,KR Puram,1200,6,6,3,"₹ 13,200,000.00"
Plot  Area,Esther Enclave Layout,1000,2,2,0,"₹ 6,600,000.00"
Super built-up  Area,Whitefield,1530,3,3,3,"₹ 7,300,000.00"
Super built-up  Area,HSR Layout,1140,2,2,2,"₹ 4,600,000.00"
Super built-up  Area,Dodda Nekkundi Extension,1864,3,3,3,"₹ 11,500,000.00"
Built-up  Area,Sarjapur,1575,3,3,3,"₹ 5,500,000.00"
Plot  Area,Attibele,1200,3,3,0,"₹ 10,500,000.00"
Super built-up  Area,Raja Rajeshwari Nagar,945,2,2,1,"₹ 4,500,000.00"
Super built-up  Area,Sarjapur  Road,1691,3,3,2,"₹ 10,000,000.00"
Plot  Area,KR Garden,1200,2,2,3,"₹ 13,500,000.00"
Built-up  Area,Electronic City Phase II,1220,3,3,1,"₹ 3,525,000.00"
Built-up  Area,Kengeri,600,1,1,1,"₹ 3,500,000.00"
Super built-up  Area,Whitefield,1160,2,2,2,"₹ 3,900,000.00"
Super built-up  Area,Dodda Nekkundi Extension,1950,2,3,0,"₹ 8,950,000.00"
Super built-up  Area,Vittasandra,1650,3,3,1,"₹ 8,500,000.00"
Built-up  Area,Annapurneshwari Nagar,2400,4,4,1,"₹ 15,000,000.00"
Super built-up  Area,Abbigere,795,1,2,1,"₹ 3,260,000.00"
Plot  Area,Raghavendra Nagar,800,5,5,1,"₹ 9,500,000.00"
Plot  Area,TC Palaya,1400,5,5,1,"₹ 9,700,000.00"
Super built-up  Area,Kalyan nagar,2285,4,3,1,"₹ 16,500,000.00"
Super built-up  Area,Haralur Road,1243,2,2,2,"₹ 4,600,000.00"
Super built-up  Area,Kammagondahalli,1263,2,2,1,"₹ 5,150,000.00"
Super built-up  Area,Nanjappa Layout Vidyaranyapura,1200,4,5,2,"₹ 11,500,000.00"
Super built-up  Area,Hennur,1345,2,3,1,"₹ 6,900,000.00"
Built-up  Area,D Group Employees Layout,4400,5,5,3,"₹ 24,000,000.00"
Super built-up  Area,Electronic City,1360,2,3,1,"₹ 5,800,000.00"
Super built-up  Area,Sarjapur  Road,1026,2,2,1,"₹ 6,055,000.00"
Super built-up  Area,Alfa Garden Layout,1050,2,2,2,"₹ 3,800,000.00"
Super built-up  Area,Uttarahalli,1460,3,3,3,"₹ 7,600,000.00"
Super built-up  Area,Banagiri Nagar,1525,2,3,2,"₹ 9,148,000.00"
Built-up  Area,Kanakpura Road,1843,3,3,2,"₹ 8,500,000.00"
Super built-up  Area,Ananth Nagar,1000,2,2,3,"₹ 2,500,000.00"
Super built-up  Area,Koramangala,1642,2,3,1,"₹ 11,500,000.00"
Plot  Area,TC Palaya,1200,2,3,0,"₹ 6,600,000.00"
Super built-up  Area,Austin Town,975,2,2,1,"₹ 6,000,000.00"
Super built-up  Area,Bisuvanahalli,1075,2,3,1,"₹ 4,400,000.00"
Super built-up  Area,Panathur,1210,2,2,1,"₹ 7,793,000.00"
Super built-up  Area,Rammana Layout,2000,3,3,2,"₹ 10,000,000.00"
Super built-up  Area,Akshaya Nagar,1225,2,2,0,"₹ 6,800,000.00"
Super built-up  Area,Jakkur,1290,2,2,1,"₹ 8,004,000.00"
Built-up  Area,Remco Bhel Layout,1220,2,2,0,"₹ 5,600,000.00"
Plot  Area,A Narayanapura,1500,2,1,0,"₹ 8,500,000.00"
Super built-up  Area,Kaggadasapura,1361,2,2,2,"₹ 7,900,000.00"
Plot  Area,Frazer Town,2801.25,4,5,1,"₹ 46,200,000.00"
Built-up  Area,1st Phase JP Nagar,1394,2,2,2,"₹ 8,500,000.00"
Super built-up  Area,Yelahanka,870,2,2,1,"₹ 2,700,000.00"
Plot  Area,Marasandra,5000,5,4,3,"₹ 30,000,000.00"
Super built-up  Area,Rajaji Nagar,1222,2,2,2,"₹ 9,800,000.00"
Super built-up  Area,Hebbal,1420,2,2,1,"₹ 9,939,000.00"
Super built-up  Area,Bellandur,1846,3,3,2,"₹ 13,500,000.00"
Plot  Area,Benson Town,1688.12,2,2,1,"₹ 27,000,000.00"
Super built-up  Area,Yeshwanthpur,1167,2,2,2,"₹ 6,408,000.00"
Super built-up  Area,Ananth Nagar,902,2,2,2,"₹ 2,500,000.00"
Super built-up  Area,Kannamangala,2422,4,4,3,"₹ 13,500,000.00"
Super built-up  Area,Rachenahalli,1050,2,2,2,"₹ 5,250,000.00"
Built-up  Area,Rajapura,1000,2,2,0,"₹ 5,000,000.00"
Built-up  Area,Kundalahalli,1260,2,2,0,"₹ 5,800,000.00"
Built-up  Area,Banashankari Stage II,3000,3,3,2,"₹ 45,000,000.00"
Super built-up  Area,Jigani,939,2,2,2,"₹ 3,900,000.00"
Plot  Area,Konanakunte,1590,6,9,1,"₹ 15,000,000.00"
Plot  Area,Jalahalli,600,1,1,0,"₹ 3,700,000.00"
Built-up  Area,8th Phase JP Nagar,1298,2,2,1,"₹ 5,900,000.00"
Super built-up  Area,Marathahalli,1710,3,3,2,"₹ 13,500,000.00"
Super built-up  Area,Subramanyapura,1000,2,2,1,"₹ 4,500,000.00"
Super built-up  Area,Ramagondanahalli,3350,3,3,3,"₹ 15,000,000.00"
Plot  Area,Bagalakunte,1200,4,2,1,"₹ 13,800,000.00"
Built-up  Area,RPC layout,1100,2,2,2,"₹ 6,800,000.00"
Super built-up  Area,Jalahalli,615,1,1,1,"₹ 4,600,000.00"
Super built-up  Area,Sarjapur  Road,1350,2,2,1,"₹ 8,500,000.00"
Built-up  Area,Sultan Palaya,5000,5,4,2,"₹ 32,500,000.00"
Super built-up  Area,Cunningham Road,2700,3,3,1,"₹ 50,100,000.00"
Plot  Area,Vijaya Bank Layout,4000,6,6,2,"₹ 46,000,000.00"
Super built-up  Area,Hegde Nagar,1718,3,3,2,"₹ 13,000,000.00"
Super built-up  Area,7th Phase JP Nagar,1680,3,3,2,"₹ 11,200,000.00"
Plot  Area,Hulimavu,1500,2,2,0,"₹ 9,000,000.00"
Super built-up  Area,Sarjapur  Road,1157,2,3,1,"₹ 7,200,000.00"
Super built-up  Area,Akshaya Nagar,1179,2,2,1,"₹ 5,100,000.00"
Super built-up  Area,Phase 1 Kammasandra,1105,2,2,2,"₹ 2,818,000.00"
Super built-up  Area,Banashankari,1800,3,3,2,"₹ 17,500,000.00"
Super built-up  Area,Jalahalli East,1010,2,2,1,"₹ 5,200,000.00"
Super built-up  Area,Electronic City,630,1,1,1,"₹ 4,600,000.00"
Plot  Area,Anekal,1200,2,2,1,"₹ 3,610,000.00"
Super built-up  Area,Kaval Byrasandra,1025,2,2,1,"₹ 6,000,000.00"
Super built-up  Area,Hennur Road,1195,2,2,2,"₹ 5,900,000.00"
Super built-up  Area,Whitefield,1012,2,2,1,"₹ 5,800,000.00"
Super built-up  Area,Hegde Nagar,1884,4,3,2,"₹ 11,800,000.00"
Super built-up  Area,Sarjapura - Attibele Road,1090,2,2,1,"₹ 3,700,000.00"
Super built-up  Area,Kathriguppe,1300,3,3,2,"₹ 7,799,000.00"
Super built-up  Area,Amblipura,2950,4,4,2,"₹ 25,000,000.00"
Super built-up  Area,Harlur,1710,3,3,3,"₹ 8,500,000.00"
Super built-up  Area,Uttarahalli,1500,3,3,1,"₹ 6,800,000.00"
Super built-up  Area,Kodichikkanahalli,1310,2,3,2,"₹ 5,300,000.00"
Super built-up  Area,Dommasandra,674,1,2,1,"₹ 1,990,000.00"
Built-up  Area,Hoodi,1350,3,3,2,"₹ 7,000,000.00"
Built-up  Area,Hennur Gardens,1464,2,3,2,"₹ 11,500,000.00"
Built-up  Area,Marsur,715,2,3,1,"₹ 2,900,000.00"
Built-up  Area,Electronic City,1400,2,3,1,"₹ 4,045,000.00"
Super built-up  Area,Electronic City Phase II,1625,2,3,2,"₹ 4,875,000.00"
Built-up  Area,Electronic City,1065,2,2,1,"₹ 3,076,000.00"
Plot  Area,Kumaraswami Layout,510,4,6,1,"₹ 7,000,000.00"
Super built-up  Area,HMT Layout,1385,3,3,3,"₹ 9,000,000.00"
Super built-up  Area,CV Raman Nagar,1040,2,2,1,"₹ 5,000,000.00"
Super built-up  Area,Haralur Road,1817,3,3,2,"₹ 11,000,000.00"
Super built-up  Area,Volagerekallahalli,1205,2,2,1,"₹ 4,700,000.00"
Super built-up  Area,Volagerekallahalli,1070,2,2,2,"₹ 3,343,000.00"
Super built-up  Area,Kodathi,1070,2,2,1,"₹ 5,200,000.00"
Super built-up  Area,Amruthahalli,1340,2,2,1,"₹ 7,500,000.00"
Super built-up  Area,Kalena Agrahara,980,2,2,2,"₹ 3,500,000.00"
Built-up  Area,8th Phase JP Nagar,1006,2,2,0,"₹ 4,400,000.00"
Super built-up  Area,Thanisandra,1098,2,2,1,"₹ 7,100,000.00"
Built-up  Area,Mico Layout,1200,2,2,1,"₹ 5,350,000.00"
Super built-up  Area,Thigalarapalya,4190,4,4,0,"₹ 32,500,000.00"
Super built-up  Area,Sarjapur  Road,1019,2,2,1,"₹ 6,200,000.00"
Super built-up  Area,Whitefield,1150,2,2,2,"₹ 4,021,000.00"
Plot  Area,Anekal,1733.5,3,3,1,"₹ 12,000,000.00"
Super built-up  Area,Yeshwanthpur Industrial Suburb,1415,2,2,2,"₹ 12,000,000.00"
Built-up  Area,"Electronic city Phase 1, ",1750,3,3,2,"₹ 5,800,000.00"
Super built-up  Area,Raja Rajeshwari Nagara,1537,3,3,2,"₹ 8,100,000.00"
Built-up  Area,Chennappa Layout,1050,2,2,2,"₹ 4,500,000.00"
Super built-up  Area,Kanakpura Road,1452,3,3,3,"₹ 5,560,000.00"
Super built-up  Area,Domlur,1246,2,2,1,"₹ 9,500,000.00"
Built-up  Area,Yelahanka,1890,4,3,2,"₹ 8,500,000.00"
Super built-up  Area,Electronic City Phase II,972,2,2,1,"₹ 4,000,000.00"
Plot  Area,5th Block Jayanagar,10624,4,4,2,"₹ 234,000,000.00"
Plot  Area,Brookefield,1500,5,4,3,"₹ 16,000,000.00"
Super built-up  Area,Electronic City,630,1,1,1,"₹ 3,370,000.00"
Plot  Area,Kothanur,1050,5,8,0,"₹ 8,000,000.00"
Built-up  Area,Shingapura,1255,2,3,1,"₹ 6,000,000.00"
Plot  Area,Ramamurthy Nagar,1900,4,4,2,"₹ 18,500,000.00"
Plot  Area,Doddaballapur,2440,3,3,1,"₹ 14,200,000.00"
Super built-up  Area,Kanakpura Road,1938,3,3,3,"₹ 9,269,000.00"
Super built-up  Area,Bannerghatta Road,1711,3,3,2,"₹ 12,500,000.00"
Plot  Area,Nagarbhavi,1200,4,5,3,"₹ 24,000,000.00"
Super built-up  Area,CV Raman Nagar,1392,2,2,1,"₹ 9,500,000.00"
Super built-up  Area,Haralur Road,1225,2,2,1,"₹ 7,700,000.00"
Super built-up  Area,Sarjapur  Road,3418,3,4,0,"₹ 23,500,000.00"
Super built-up  Area,Green Glen Layout,1750,3,3,2,"₹ 12,000,000.00"
Super built-up  Area,Subramanyapura,1260,2,3,1,"₹ 8,000,000.00"
Super built-up  Area,Sarjapur  Road,691,1,1,1,"₹ 3,110,000.00"
Plot  Area,BTM 2nd Stage,2400,3,4,2,"₹ 40,000,000.00"
Super built-up  Area,Haralur Road,1285,2,2,1,"₹ 7,800,000.00"
Built-up  Area,Hebbal,1590,3,3,2,"₹ 9,600,000.00"
Super built-up  Area,9th Phase JP Nagar,1571,3,3,2,"₹ 6,500,000.00"
Built-up  Area,Hebbal Kempapura,2800,5,5,1,"₹ 22,000,000.00"
Super built-up  Area,Garudachar Palya,1060,2,2,1,"₹ 4,866,000.00"
Super built-up  Area,Hennur,1255,2,2,1,"₹ 5,800,000.00"
Plot  Area,Govindapura,702,4,4,0,"₹ 6,500,000.00"
Plot  Area,Lal Bahadur Shastri Nagar,2400,2,3,2,"₹ 18,500,000.00"
Super built-up  Area,Bannerghatta Road,1520,2,3,3,"₹ 8,100,000.00"
Super built-up  Area,Gollahalli,1170,2,2,1,"₹ 4,551,000.00"
Super built-up  Area,OMBR Layout,1580,3,3,2,"₹ 7,500,000.00"
Super built-up  Area,Ardendale,1777.26,3,3,2,"₹ 8,900,000.00"
Super built-up  Area,Raja Rajeshwari Nagar,1303,2,2,2,"₹ 5,578,000.00"
Built-up  Area,Kodichikkanahalli,1680,2,2,3,"₹ 5,900,000.00"
Built-up  Area,Whitefield,1495,2,3,0,"₹ 7,000,000.00"
Super built-up  Area,Yelahanka,1835,3,3,1,"₹ 10,800,000.00"
Plot  Area,Banjara Layout,610,3,3,1,"₹ 6,000,000.00"
Built-up  Area,Nagawara Junction,1080,2,2,2,"₹ 3,800,000.00"
Built-up  Area,Electronic City,1025,2,2,1,"₹ 2,961,000.00"
Super built-up  Area,Haralur Road,1225,2,2,1,"₹ 6,748,000.00"
Super built-up  Area,Balagere,656,1,1,1,"₹ 3,477,000.00"
Super built-up  Area,Sarjapur  Road,994,2,2,2,"₹ 4,500,000.00"
Super built-up  Area,Thirupalya,1025,2,2,1,"₹ 6,500,000.00"
Built-up  Area,Marathahalli,1156,2,2,2,"₹ 5,200,000.00"
Super built-up  Area,JP Nagar,1250,2,2,2,"₹ 6,000,000.00"
Built-up  Area,Kundalahalli,3092,4,4,3,"₹ 23,000,000.00"
Super built-up  Area,Hegde Nagar,1930,4,3,2,"₹ 12,200,000.00"
Built-up  Area,New Thippasandra,1020,2,2,1,"₹ 7,000,000.00"
Built-up  Area,Kumaraswami Layout,1310,2,3,1,"₹ 7,000,000.00"
Built-up  Area,Kanakpura Road,1322,2,2,3,"₹ 7,000,000.00"
Super built-up  Area,Kothanur,1160,2,2,2,"₹ 5,700,000.00"
Super built-up  Area,5th Block Hbr Layout,1100,2,2,2,"₹ 4,800,000.00"
Built-up  Area,Lakshminarayana Pura,1720,3,3,3,"₹ 15,000,000.00"
Super built-up  Area,Hosur Road,1689,3,3,2,"₹ 10,300,000.00"
Super built-up  Area,Chikkalasandra,1090,2,2,1,"₹ 4,742,000.00"
Super built-up  Area,KR Puram,2000,2,2,0,"₹ 7,500,000.00"
Super built-up  Area,Venugopal Reddy Layout,1155,2,2,2,"₹ 6,900,000.00"
Built-up  Area,Vishveshwarya Layout,4000,6,6,0,"₹ 23,000,000.00"
Built-up  Area,Sarjapur  Road,3913,5,4,0,"₹ 17,600,000.00"
Super built-up  Area,Hebbal,3520,5,3,2,"₹ 32,000,000.00"
Super built-up  Area,JP Nagar,1125,2,2,2,"₹ 3,998,000.00"
Built-up  Area,Yelahanka,1847,3,3,3,"₹ 9,200,000.00"
Super built-up  Area,7th Phase JP Nagar,1515,2,3,1,"₹ 7,600,000.00"
Plot  Area,Raja Rajeshwari Nagar,3450,7,8,2,"₹ 22,500,000.00"
Plot  Area,Yelahanka,2500,3,5,1,"₹ 12,000,000.00"
Built-up  Area,Sarjapur  Road,1130,2,2,2,"₹ 5,500,000.00"
Super built-up  Area,Bellandur,1049,2,2,1,"₹ 5,100,000.00"
Super built-up  Area,Amruthahalli,2650,4,3,0,"₹ 17,500,000.00"
Super built-up  Area,Varthur Road,850,2,2,1,"₹ 2,540,000.00"
Super built-up  Area,Badavala Nagar,1842,3,3,2,"₹ 11,500,000.00"
Plot  Area,Govindaraja Nagar Ward,2600,5,5,3,"₹ 37,000,000.00"
Super built-up  Area,Jakkur,1282,2,2,1,"₹ 7,200,000.00"
Super built-up  Area,Kalena Agrahara,800,2,2,1,"₹ 4,000,000.00"
Plot  Area,Gidada Konnenahalli,1200,4,4,2,"₹ 24,000,000.00"
Super built-up  Area,Chandapura,1190,2,3,2,"₹ 3,035,000.00"
Super built-up  Area,Magadi Road,1318,2,3,1,"₹ 6,800,000.00"
Super built-up  Area,Kanakpura Road,1698,2,2,1,"₹ 10,500,000.00"
Super built-up  Area,Jayanagar,2030,2,3,1,"₹ 18,200,000.00"
Super built-up  Area,Kammasandra,1276,2,3,1,"₹ 3,190,000.00"
Super built-up  Area,Shikaripalya,1555,2,3,1,"₹ 6,700,000.00"
Super built-up  Area,Sarjapur  Road,1881,3,3,2,"₹ 14,500,000.00"
Super built-up  Area,frazertown,2900,3,3,2,"₹ 32,500,000.00"
Super built-up  Area,Yelahanka,1890,3,3,2,"₹ 10,900,000.00"
Super built-up  Area,M V Extenstion,900,5,5,0,"₹ 13,500,000.00"
Super built-up  Area,Old Madras Road,935,2,2,1,"₹ 3,200,000.00"
Super built-up  Area,Cox Town,1000,2,2,3,"₹ 5,800,000.00"
Super built-up  Area,Singasandra,1510,3,3,2,"₹ 7,500,000.00"
Built-up  Area,Uttarahalli,1120,2,2,1,"₹ 5,000,000.00"
Super built-up  Area,Ananth Nagar,930,2,2,1,"₹ 2,599,000.00"
Super built-up  Area,Electronic City,1160,2,3,2,"₹ 4,200,000.00"
Super built-up  Area,Raja Rajeshwari Nagar,1419,2,2,2,"₹ 4,810,000.00"
Super built-up  Area,Talaghattapura,1175,2,2,2,"₹ 6,200,000.00"
Built-up  Area,Bellandur,1350,2,3,1,"₹ 6,300,000.00"
Super built-up  Area,Malleshwaram,2215,3,3,2,"₹ 33,000,000.00"
Super built-up  Area,Attibele,996,2,2,1,"₹ 2,490,000.00"
Super built-up  Area,Anjanapura,1076,2,2,1,"₹ 3,013,000.00"
Super built-up  Area,Off Bannergatta road,2180,4,4,3,"₹ 11,500,000.00"
Super built-up  Area,Kasavanhalli,1715,3,3,3,"₹ 11,200,000.00"
Super built-up  Area,Hebbal,1072,2,2,2,"₹ 4,500,000.00"
Super built-up  Area,Panathur,1230,2,2,1,"₹ 8,000,000.00"
Super built-up  Area,Murugeshpalya,1600,2,3,1,"₹ 6,500,000.00"
Super built-up  Area,Thanisandra,1411,3,3,1,"₹ 9,325,000.00"
Built-up  Area,Rayasandra,3600,5,5,3,"₹ 14,500,000.00"
Super built-up  Area,Jalahalli,2404,3,3,2,"₹ 13,800,000.00"
Plot  Area,Sahakara Nagar,1200,4,4,0,"₹ 19,000,000.00"
Plot  Area,Nagarbhavi,1200,3,3,2,"₹ 22,600,000.00"
Built-up  Area,Doddathoguru,1208,3,3,1,"₹ 4,500,000.00"
Plot  Area,Yeshwanthpur,1700,5,5,2,"₹ 30,000,000.00"
Super built-up  Area,Haralur Road,1225,2,2,1,"₹ 6,984,000.00"
Super built-up  Area,Hebbal,1162,2,2,1,"₹ 6,900,000.00"
Super built-up  Area,Thanisandra,1262,2,3,1,"₹ 6,500,000.00"
Super built-up  Area,Konanakunte Cross,1050,2,2,2,"₹ 3,500,000.00"
Built-up  Area,Electronic City Phase II,1160,2,2,1,"₹ 3,351,000.00"
Plot  Area,Channasandra,1500,3,3,1,"₹ 6,195,000.00"
Super built-up  Area,Vaderahalli,1610,3,3,3,"₹ 8,500,000.00"
Super built-up  Area,Whitefield,1340,2,2,2,"₹ 4,100,000.00"
Super built-up  Area,Sarjapur  Road,2275,4,3,2,"₹ 18,200,000.00"
Super built-up  Area,Budigere,1162,2,2,1,"₹ 5,800,000.00"
Built-up  Area,Manorayana Palya,1500,2,2,0,"₹ 14,500,000.00"
Plot  Area,Hiremath Layout,3150,3,4,1,"₹ 13,500,000.00"
Super built-up  Area,Hosa Road,1170,2,2,2,"₹ 6,500,000.00"
Super built-up  Area,Sarjapur  Road,980,2,2,1,"₹ 2,500,000.00"
Built-up  Area,Channasandra,1800,3,3,2,"₹ 6,000,000.00"
Super built-up  Area,Banashankari Stage VI,1423,2,3,1,"₹ 7,173,000.00"
Super built-up  Area,Kaggadasapura,1106,2,2,3,"₹ 4,000,000.00"
Built-up  Area,Kereguddadahalli,1105,2,2,2,"₹ 2,760,000.00"
Plot  Area,Cunningham Road,7500,6,4,2,"₹ 180,000,000.00"
Super built-up  Area,Tirumanahalli,1255,2,2,1,"₹ 5,670,000.00"
Super built-up  Area,Sarjapur  Road,1525,2,3,2,"₹ 6,500,000.00"
Super built-up  Area,Babusapalaya,1061,2,2,1,"₹ 3,895,000.00"
Plot  Area,Hoskote near,600,2,2,2,"₹ 2,950,000.00"
Super built-up  Area,Electronic City Phase II,1400,2,3,2,"₹ 4,045,000.00"
Super built-up  Area,Domlur,2100,3,3,2,"₹ 14,500,000.00"
Super built-up  Area,Electronic City,660,1,2,1,"₹ 1,650,000.00"
Built-up  Area,Kengeri,633,1,2,1,"₹ 1,800,000.00"
Super built-up  Area,Indira Nagar,1260,2,2,3,"₹ 12,000,000.00"
Super built-up  Area,Hennur Road,2047,3,3,2,"₹ 6,755,000.00"
Built-up  Area,"Haralur Road, ",2597,4,4,3,"₹ 18,900,000.00"
Built-up  Area,Bellandur,1211,2,2,1,"₹ 6,300,000.00"
Super built-up  Area,Hennur Road,1904,3,3,2,"₹ 12,900,000.00"
Super built-up  Area,Balagere,1205,2,2,1,"₹ 7,387,000.00"
Super built-up  Area,Yeshwanthpur,1164,2,2,2,"₹ 6,408,000.00"
Super built-up  Area,Mahaganapathy Nagar,1410,2,2,2,"₹ 7,300,000.00"
Built-up  Area,Green View Layout,1150,2,2,1,"₹ 4,200,000.00"
Super built-up  Area,Udayapur Village,1170,2,2,2,"₹ 5,311,000.00"
Built-up  Area,Hennur,1420,2,2,1,"₹ 6,200,000.00"
Super built-up  Area,Panathur,1125,2,2,2,"₹ 4,500,000.00"
Built-up  Area,NRI Layout,1789,3,3,3,"₹ 7,500,000.00"
Super built-up  Area,Hulimavu,1021,2,2,1,"₹ 7,600,000.00"
Super built-up  Area,Ananth Nagar,1074,2,2,2,"₹ 2,685,000.00"
Super built-up  Area,Kalena Agrahara,1222,2,2,3,"₹ 4,800,000.00"
Super built-up  Area,Hennur Road,1981,3,3,1,"₹ 13,400,000.00"
Built-up  Area,Yelachenahalli,1103,2,2,2,"₹ 5,500,000.00"
Super built-up  Area,Adugodi,1201,2,2,1,"₹ 6,500,000.00"
Super built-up  Area,Sarjapur  Road,970,2,2,1,"₹ 3,600,000.00"
Super built-up  Area,Sarjapur,920,2,2,2,"₹ 3,300,000.00"
Super built-up  Area,Yeshwanthpur,1520,3,3,3,"₹ 8,500,000.00"
Plot  Area,Chikkathoguru,675,3,3,2,"₹ 7,500,000.00"
Super built-up  Area,Sonnenahalli,1268,2,3,1,"₹ 7,500,000.00"
Super built-up  Area,Thippasandra,660,1,1,0,"₹ 3,000,000.00"
Super built-up  Area,Harlur,1755,3,3,2,"₹ 11,500,000.00"
Super built-up  Area,Hoskote,945,2,2,1,"₹ 3,500,000.00"
Carpet  Area,8th Phase JP Nagar,500,1,1,1,"₹ 3,300,000.00"
Built-up  Area,Bommenahalli,1632,3,4,0,"₹ 14,000,000.00"
Super built-up  Area,Rachenahalli,1167,2,2,2,"₹ 3,750,000.00"
Super built-up  Area,Domlur,1276,2,2,2,"₹ 8,000,000.00"
